"id","campaignid","sample","family","genus","species","length","number","range","latitude","longitude","date.time","location","status","depth","successful.count","successful.length"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Carangidae","Unknown","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Carcharhinidae","Carcharhinus","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Chaetodontidae","Chaetodon","assarius",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Chaetodontidae","Heniochus","acuminatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Chaetodontidae","Heniochus","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Cirrhitidae","Cyprinocirrhites","polyactis",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Clupeidae","Unknown","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Echeneidae","Echeneis","naucrates",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Gobiidae","Unknown","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Holocentridae","Sargocentron","rubrum",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Holocentridae","Sargocentron","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Labridae","Bodianus","bilunulatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Labridae","Bodianus","solatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Labridae","Coris","caudimacula",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Labridae","Labroides","dimidiatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Labridae","Suezichthys","cyanolaemus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lethrinidae","Gymnocranius","sp1",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lethrinidae","Lethrinus","miniatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lethrinidae","Lethrinus","ravus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lethrinidae","Lethrinus","rubrioperculatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lethrinidae","Unknown","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lutjanidae","Aphareus","rutilans",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lutjanidae","Lutjanus","lemniscatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lutjanidae","Lutjanus","sebae",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lutjanidae","Pristipomoides","sp1",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Lutjanidae","Pristipomoides","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Microdesmidae","Ptereleotris","heteroptera",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Monacanthidae","Unknown","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Mullidae","Parupeneus","cyclostomus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Mullidae","Parupeneus","spilurus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Mullidae","Unknown","na",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Nemipteridae","Pentapodus","nagasakiensis",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Nemipteridae","Unknown","na",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Ostraciidae","Unknown","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Pinguipedidae","Parapercis","nebulosa",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Pomacanthidae","Chaetodontoplus","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Pomacanthidae","Pomacanthus","semicirculatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Pomacentridae","Amblypomacentrus","breviceps",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Priacanthidae","Priacanthus","hamrur",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Priacanthidae","Priacanthus","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Scombridae","Scomberomorus","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Serranidae","Cephalopholis","sonnerati",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Serranidae","Epinephelus","areolatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Serranidae","Epinephelus","multinotatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Serranidae","Epinephelus","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Serranidae","Plectropomus","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Serranidae","Pseudanthias","fasciatus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Serranidae","Pseudanthias","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Serranidae","Unknown","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Sparidae","Dentex","carpenteri",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","SUS","SUS","sus",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1","Triakidae","Unknown","spp",NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.1","2021-05_PtCloates_BOSS","1",NA,NA,NA,NA,0,NA,-22.6886,113.5539,2021-05-20 05:03:00,"Point Cloates","No-take",93.6,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Apogonidae","Ostorhinchus","aureus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Apogonidae","Ostorhinchus","semilineatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Balistidae","Sufflamen","fraenatum",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Balistidae","Unknown","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Balistidae","Xanthichthys","lineopunctatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Caesionidae","Pterocaesio","chrysozona",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Carangoides","chrysophrys",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Carangoides","fulvoguttatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Carangoides","gymnostethus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Carangoides","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Decapterus","muroadsi",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Gnathanodon","speciosus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Pseudocaranx","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Seriola","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carangidae","Unknown","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Carcharhinidae","Carcharhinus","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Chaetodontidae","Chaetodon","assarius",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Chaetodontidae","Heniochus","acuminatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Chaetodontidae","Heniochus","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Cirrhitidae","Cyprinocirrhites","polyactis",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Clupeidae","Unknown","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Echeneidae","Echeneis","naucrates",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Gobiidae","Unknown","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Holocentridae","Sargocentron","rubrum",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Holocentridae","Sargocentron","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Labridae","Bodianus","bilunulatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Labridae","Bodianus","solatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Labridae","Coris","caudimacula",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Labridae","Labroides","dimidiatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Labridae","Suezichthys","cyanolaemus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lethrinidae","Gymnocranius","sp1",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lethrinidae","Lethrinus","miniatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lethrinidae","Lethrinus","ravus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lethrinidae","Lethrinus","rubrioperculatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lethrinidae","Unknown","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lutjanidae","Aphareus","rutilans",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lutjanidae","Lutjanus","lemniscatus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lutjanidae","Lutjanus","sebae",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lutjanidae","Pristipomoides","sp1",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Lutjanidae","Pristipomoides","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Microdesmidae","Ptereleotris","heteroptera",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Monacanthidae","Unknown","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Mullidae","Parupeneus","cyclostomus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Mullidae","Parupeneus","spilurus",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Mullidae","Unknown","na",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Nemipteridae","Pentapodus","nagasakiensis",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Nemipteridae","Unknown","na",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Ostraciidae","Unknown","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Pinguipedidae","Parapercis","nebulosa",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
"2021-05_PtCloates_BOSS.10","2021-05_PtCloates_BOSS","10","Pomacanthidae","Chaetodontoplus","spp",NA,0,NA,-22.6887,113.5238,2021-05-20 04:02:57,"Point Cloates","No-take",176,"Yes","Yes"
