"campaignid","sample","family","genus","species","maxn"
"2022-05_PtCloates_stereo-BRUVS",18,"Sparidae","Argyrops","spinifer",2
"2022-05_PtCloates_stereo-BRUVS",19,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",19,"Carangidae","Decapterus","spp",1
"2022-05_PtCloates_stereo-BRUVS",19,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2022-05_PtCloates_stereo-BRUVS",19,"Chaetodontidae","Heniochus","acuminatus",3
"2022-05_PtCloates_stereo-BRUVS",19,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",19,"Lethrinidae","Lethrinus","miniatus",3
"2022-05_PtCloates_stereo-BRUVS",19,"Lethrinidae","Lethrinus","rubrioperculatus",2
"2022-05_PtCloates_stereo-BRUVS",19,"Nemipteridae","Pentapodus","nagasakiensis",4
"2022-05_PtCloates_stereo-BRUVS",19,"Pinguipedidae","Parapercis","nebulosa",1
"2022-05_PtCloates_stereo-BRUVS",19,"Pomacanthidae","Pomacanthus","semicirculatus",2
"2022-05_PtCloates_stereo-BRUVS",19,"Unknown","Unknown","unknown",1
"2022-05_PtCloates_stereo-BRUVS",2,"Acanthuridae","Naso","fageni",20
"2022-05_PtCloates_stereo-BRUVS",2,"Balistidae","Pseudobalistes","fuscus",1
"2022-05_PtCloates_stereo-BRUVS",2,"Balistidae","Sufflamen","fraenatum",1
"2022-05_PtCloates_stereo-BRUVS",2,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",2,"Carangidae","Decapterus","spp",4
"2022-05_PtCloates_stereo-BRUVS",2,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2022-05_PtCloates_stereo-BRUVS",2,"Chaetodontidae","Heniochus","acuminatus",2
"2022-05_PtCloates_stereo-BRUVS",2,"Cirrhitidae","Paracirrhites","forsteri",2
"2022-05_PtCloates_stereo-BRUVS",2,"Haemulidae","Diagramma","pictum",1
"2022-05_PtCloates_stereo-BRUVS",2,"Labridae","Bodianus","solatus",2
"2022-05_PtCloates_stereo-BRUVS",2,"Labridae","Unknown","spp",1
"2022-05_PtCloates_stereo-BRUVS",2,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",2,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",2,"Lethrinidae","Lethrinus","miniatus",2
"2022-05_PtCloates_stereo-BRUVS",2,"Lethrinidae","Lethrinus","rubrioperculatus",7
"2022-05_PtCloates_stereo-BRUVS",2,"Malacanthidae","Malacanthus","brevirostris",1
"2022-05_PtCloates_stereo-BRUVS",2,"Malacanthidae","Malacanthus","latovittatus",2
"2022-05_PtCloates_stereo-BRUVS",2,"Pomacanthidae","Apolemichthys","trimaculatus",1
"2022-05_PtCloates_stereo-BRUVS",2,"Pomacanthidae","Pomacanthus","imperator",1
"2022-05_PtCloates_stereo-BRUVS",2,"Pomacanthidae","Pomacanthus","semicirculatus",1
"2022-05_PtCloates_stereo-BRUVS",2,"Scaridae","Scarus","ghobban",1
"2022-05_PtCloates_stereo-BRUVS",2,"Scaridae","Scarus","sp3",3
"2022-05_PtCloates_stereo-BRUVS",2,"Serranidae","Plectropomus","spp",1
"2022-05_PtCloates_stereo-BRUVS",2,"Serranidae","Pseudanthias","georgei",14
"2022-05_PtCloates_stereo-BRUVS",2,"Serranidae","Variola","louti",1
"2022-05_PtCloates_stereo-BRUVS",2,"Tetraodontidae","Arothron","stellatus",1
"2022-05_PtCloates_stereo-BRUVS",20,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",20,"Carangidae","Carangoides","fulvoguttatus",2
"2022-05_PtCloates_stereo-BRUVS",20,"Carangidae","Carangoides","gymnostethus",1
"2022-05_PtCloates_stereo-BRUVS",20,"Carangidae","Unknown","sp10",1
"2022-05_PtCloates_stereo-BRUVS",20,"Carcharhinidae","Loxodon","macrorhinus",1
"2022-05_PtCloates_stereo-BRUVS",20,"Echeneidae","Echeneis","naucrates",1
"2022-05_PtCloates_stereo-BRUVS",20,"Labridae","Choerodon","sp1",2
"2022-05_PtCloates_stereo-BRUVS",20,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",20,"Lethrinidae","Gymnocranius","sp1",4
"2022-05_PtCloates_stereo-BRUVS",20,"Lethrinidae","Lethrinus","nebulosus",2
"2022-05_PtCloates_stereo-BRUVS",20,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",20,"Nemipteridae","Pentapodus","nagasakiensis",7
"2022-05_PtCloates_stereo-BRUVS",20,"Stegostomatidae","Stegostoma","fasciatum",1
"2022-05_PtCloates_stereo-BRUVS",21,"Carangidae","Carangoides","chrysophrys",3
"2022-05_PtCloates_stereo-BRUVS",21,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2022-05_PtCloates_stereo-BRUVS",21,"Labridae","Choerodon","sp1",3
"2022-05_PtCloates_stereo-BRUVS",21,"Lethrinidae","Gymnocranius","euanus",2
"2022-05_PtCloates_stereo-BRUVS",21,"Lethrinidae","Gymnocranius","sp1",2
"2022-05_PtCloates_stereo-BRUVS",21,"Lethrinidae","Lethrinus","miniatus",4
"2022-05_PtCloates_stereo-BRUVS",21,"Lethrinidae","Lethrinus","rubrioperculatus",2
"2022-05_PtCloates_stereo-BRUVS",21,"Nemipteridae","Pentapodus","nagasakiensis",8
"2022-05_PtCloates_stereo-BRUVS",21,"Pinguipedidae","Parapercis","nebulosa",3
"2022-05_PtCloates_stereo-BRUVS",22,"Balistidae","Sufflamen","fraenatum",2
"2022-05_PtCloates_stereo-BRUVS",22,"Carangidae","Decapterus","spp",2
"2022-05_PtCloates_stereo-BRUVS",22,"Cirrhitidae","Paracirrhites","forsteri",1
"2022-05_PtCloates_stereo-BRUVS",22,"Fistulariidae","Fistularia","commersonii",1
"2022-05_PtCloates_stereo-BRUVS",22,"Labridae","Bodianus","solatus",3
"2022-05_PtCloates_stereo-BRUVS",22,"Labridae","Choerodon","sp1",2
"2022-05_PtCloates_stereo-BRUVS",22,"Labridae","Coris","caudimacula",1
"2022-05_PtCloates_stereo-BRUVS",22,"Labridae","Oxycheilinus","orientalis",2
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","miniatus",13
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","nebulosus",1
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","ravus",7
"2022-05_PtCloates_stereo-BRUVS",22,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2022-05_PtCloates_stereo-BRUVS",22,"Lutjanidae","Aphareus","rutilans",3
"2022-05_PtCloates_stereo-BRUVS",22,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",22,"Malacanthidae","Malacanthus","brevirostris",1
"2022-05_PtCloates_stereo-BRUVS",22,"Mullidae","Mulloidichthys","flavolineatus",8
"2022-05_PtCloates_stereo-BRUVS",22,"Nemipteridae","Pentapodus","nagasakiensis",12
"2022-05_PtCloates_stereo-BRUVS",22,"Pinguipedidae","Parapercis","nebulosa",4
"2022-05_PtCloates_stereo-BRUVS",22,"Serranidae","Epinephelus","tukula",1
"2022-05_PtCloates_stereo-BRUVS",22,"SUS","SUS","sus",1
"2022-05_PtCloates_stereo-BRUVS",23,"Balistidae","Abalistes","filamentosus",1
"2022-05_PtCloates_stereo-BRUVS",23,"Carangidae","Carangoides","chrysophrys",2
"2022-05_PtCloates_stereo-BRUVS",23,"Lethrinidae","Gymnocranius","sp1",2
"2022-05_PtCloates_stereo-BRUVS",23,"Lethrinidae","Lethrinus","miniatus",1
"2022-05_PtCloates_stereo-BRUVS",23,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",23,"Lutjanidae","Pristipomoides","sp1",10
"2022-05_PtCloates_stereo-BRUVS",23,"Rhynchobatidae","Rhynchobatus","laevis",1
"2022-05_PtCloates_stereo-BRUVS",23,"Sparidae","Argyrops","spinifer",1
"2022-05_PtCloates_stereo-BRUVS",23,"Sphyraenidae","Sphyraena","spp",1
"2022-05_PtCloates_stereo-BRUVS",23,"SUS","SUS","sus",3
"2022-05_PtCloates_stereo-BRUVS",24,"Balistidae","Abalistes","filamentosus",1
"2022-05_PtCloates_stereo-BRUVS",24,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",24,"Carangidae","Carangoides","fulvoguttatus",1
"2022-05_PtCloates_stereo-BRUVS",24,"Carangidae","Seriola","rivoliana",1
"2022-05_PtCloates_stereo-BRUVS",24,"Carangidae","Seriolina","nigrofasciata",1
"2022-05_PtCloates_stereo-BRUVS",24,"Carcharhinidae","Carcharhinus","plumbeus",1
"2022-05_PtCloates_stereo-BRUVS",24,"Echeneidae","Echeneis","naucrates",1
"2022-05_PtCloates_stereo-BRUVS",24,"Lethrinidae","Gymnocranius","sp1",4
"2022-05_PtCloates_stereo-BRUVS",24,"Lethrinidae","Lethrinus","rubrioperculatus",2
"2022-05_PtCloates_stereo-BRUVS",24,"Lutjanidae","Pristipomoides","sp1",5
"2022-05_PtCloates_stereo-BRUVS",24,"Mullidae","Parupeneus","heptacanthus",2
"2022-05_PtCloates_stereo-BRUVS",24,"Nemipteridae","Pentapodus","nagasakiensis",6
"2022-05_PtCloates_stereo-BRUVS",24,"Sparidae","Argyrops","spinifer",1
"2022-05_PtCloates_stereo-BRUVS",24,"Unknown","Unknown","unknown",1
"2022-05_PtCloates_stereo-BRUVS",25,"Carangidae","Decapterus","spp",29
"2022-05_PtCloates_stereo-BRUVS",25,"Labridae","Bodianus","solatus",1
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Gymnocranius","sp1",4
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","miniatus",5
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","ravus",2
"2022-05_PtCloates_stereo-BRUVS",25,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2022-05_PtCloates_stereo-BRUVS",25,"Lutjanidae","Pristipomoides","sp1",6
"2022-05_PtCloates_stereo-BRUVS",25,"Mullidae","Parupeneus","heptacanthus",5
"2022-05_PtCloates_stereo-BRUVS",25,"Pinguipedidae","Parapercis","nebulosa",4
"2022-05_PtCloates_stereo-BRUVS",25,"Pomacanthidae","Apolemichthys","trimaculatus",2
"2022-05_PtCloates_stereo-BRUVS",25,"Serranidae","Epinephelus","areolatus",1
"2022-05_PtCloates_stereo-BRUVS",26,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",26,"Carangidae","Carangoides","fulvoguttatus",1
"2022-05_PtCloates_stereo-BRUVS",26,"Echeneidae","Echeneis","naucrates",1
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Gymnocranius","grandoculis",1
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Gymnocranius","sp1",3
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","nebulosus",1
"2022-05_PtCloates_stereo-BRUVS",26,"Lethrinidae","Lethrinus","rubrioperculatus",7
"2022-05_PtCloates_stereo-BRUVS",26,"Lutjanidae","Pristipomoides","sp1",4
"2022-05_PtCloates_stereo-BRUVS",26,"Nemipteridae","Pentapodus","nagasakiensis",1
"2022-05_PtCloates_stereo-BRUVS",26,"Pinguipedidae","Parapercis","nebulosa",1
"2022-05_PtCloates_stereo-BRUVS",26,"Sphyrnidae","Sphyrna","mokarran",1
"2022-05_PtCloates_stereo-BRUVS",26,"Unknown","Unknown","unknown",7
"2022-05_PtCloates_stereo-BRUVS",27,"Balistidae","Sufflamen","fraenatum",1
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Carangoides","fulvoguttatus",25
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Carangoides","gymnostethus",1
"2022-05_PtCloates_stereo-BRUVS",27,"Carangidae","Decapterus","spp",1
"2022-05_PtCloates_stereo-BRUVS",27,"Lethrinidae","Gymnocranius","sp1",2
"2022-05_PtCloates_stereo-BRUVS",27,"Lethrinidae","Lethrinus","miniatus",3
"2022-05_PtCloates_stereo-BRUVS",27,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",27,"Lutjanidae","Lutjanus","sebae",3
"2022-05_PtCloates_stereo-BRUVS",27,"SUS","SUS","sus",1
"2022-05_PtCloates_stereo-BRUVS",28,"Acanthuridae","Naso","hexacanthus",6
"2022-05_PtCloates_stereo-BRUVS",28,"Balistidae","Sufflamen","fraenatum",1
"2022-05_PtCloates_stereo-BRUVS",28,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",28,"Carangidae","Carangoides","fulvoguttatus",2
"2022-05_PtCloates_stereo-BRUVS",28,"Labridae","Choerodon","sp1",1
"2022-05_PtCloates_stereo-BRUVS",28,"Lethrinidae","Gymnocranius","euanus",3
"2022-05_PtCloates_stereo-BRUVS",28,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",28,"Lethrinidae","Lethrinus","miniatus",5
"2022-05_PtCloates_stereo-BRUVS",28,"Lethrinidae","Lethrinus","rubrioperculatus",4
"2022-05_PtCloates_stereo-BRUVS",28,"Lutjanidae","Lutjanus","sebae",2
"2022-05_PtCloates_stereo-BRUVS",28,"Nemipteridae","Pentapodus","nagasakiensis",6
"2022-05_PtCloates_stereo-BRUVS",28,"Pinguipedidae","Parapercis","nebulosa",4
"2022-05_PtCloates_stereo-BRUVS",28,"Scaridae","Scarus","ghobban",1
"2022-05_PtCloates_stereo-BRUVS",28,"SUS","SUS","sus",2
"2022-05_PtCloates_stereo-BRUVS",28,"Unknown","Unknown","unknown",5
"2022-05_PtCloates_stereo-BRUVS",29,"Acanthuridae","Naso","hexacanthus",1
"2022-05_PtCloates_stereo-BRUVS",29,"Carangidae","Unknown","spp",3
"2022-05_PtCloates_stereo-BRUVS",29,"Labridae","Bodianus","solatus",1
"2022-05_PtCloates_stereo-BRUVS",29,"Labridae","Choerodon","sp1",1
"2022-05_PtCloates_stereo-BRUVS",29,"Labridae","Unknown","spp",1
"2022-05_PtCloates_stereo-BRUVS",29,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",29,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",29,"Lethrinidae","Lethrinus","miniatus",4
"2022-05_PtCloates_stereo-BRUVS",29,"Lethrinidae","Lethrinus","ravus",1
"2022-05_PtCloates_stereo-BRUVS",29,"Lethrinidae","Lethrinus","rubrioperculatus",2
"2022-05_PtCloates_stereo-BRUVS",29,"Malacanthidae","Malacanthus","brevirostris",3
"2022-05_PtCloates_stereo-BRUVS",29,"Pinguipedidae","Parapercis","nebulosa",2
"2022-05_PtCloates_stereo-BRUVS",29,"Pomacanthidae","Pomacanthus","semicirculatus",2
"2022-05_PtCloates_stereo-BRUVS",29,"Sparidae","Argyrops","spinifer",1
"2022-05_PtCloates_stereo-BRUVS",29,"SUS","SUS","sus",1
"2022-05_PtCloates_stereo-BRUVS",29,"Unknown","Unknown","spp",2
"2022-05_PtCloates_stereo-BRUVS",3,"Carangidae","Carangoides","spp",1
"2022-05_PtCloates_stereo-BRUVS",3,"Carangidae","Decapterus","spp",3
"2022-05_PtCloates_stereo-BRUVS",3,"Lethrinidae","Gymnocranius","euanus",2
"2022-05_PtCloates_stereo-BRUVS",3,"Lethrinidae","Gymnocranius","sp1",3
"2022-05_PtCloates_stereo-BRUVS",3,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2022-05_PtCloates_stereo-BRUVS",3,"Microdesmidae","Ptereleotris","spp",1
"2022-05_PtCloates_stereo-BRUVS",3,"Nemipteridae","Pentapodus","nagasakiensis",6
"2022-05_PtCloates_stereo-BRUVS",3,"SUS","SUS","sus",3
"2022-05_PtCloates_stereo-BRUVS",3,"Unknown","Unknown","unknown",1
"2022-05_PtCloates_stereo-BRUVS",30,"Balistidae","Sufflamen","fraenatum",2
"2022-05_PtCloates_stereo-BRUVS",30,"Balistidae","Xanthichthys","lineopunctatus",1
"2022-05_PtCloates_stereo-BRUVS",30,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",30,"Carangidae","Caranx","sexfasciatus",1
"2022-05_PtCloates_stereo-BRUVS",30,"Carangidae","Unknown","sp10",1
"2022-05_PtCloates_stereo-BRUVS",30,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2022-05_PtCloates_stereo-BRUVS",30,"Labridae","Choerodon","sp1",2
"2022-05_PtCloates_stereo-BRUVS",30,"Labridae","Suezichthys","cyanolaemus",2
"2022-05_PtCloates_stereo-BRUVS",30,"Lethrinidae","Gymnocranius","sp1",3
"2022-05_PtCloates_stereo-BRUVS",30,"Lethrinidae","Lethrinus","miniatus",2
"2022-05_PtCloates_stereo-BRUVS",30,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",30,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",30,"Malacanthidae","Malacanthus","brevirostris",2
"2022-05_PtCloates_stereo-BRUVS",30,"Pinguipedidae","Parapercis","nebulosa",1
"2022-05_PtCloates_stereo-BRUVS",30,"Serranidae","Epinephelus","areolatus",3
"2022-05_PtCloates_stereo-BRUVS",31,"Balistidae","Sufflamen","fraenatum",1
"2022-05_PtCloates_stereo-BRUVS",31,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",31,"Carangidae","Carangoides","fulvoguttatus",5
"2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Lethrinus","miniatus",1
"2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Lethrinus","rubrioperculatus",6
"2022-05_PtCloates_stereo-BRUVS",31,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",31,"Nemipteridae","Pentapodus","nagasakiensis",3
"2022-05_PtCloates_stereo-BRUVS",31,"Scaridae","Scarus","sp3",1
"2022-05_PtCloates_stereo-BRUVS",31,"Serranidae","Variola","louti",1
"2022-05_PtCloates_stereo-BRUVS",32,"Balistidae","Abalistes","filamentosus",1
"2022-05_PtCloates_stereo-BRUVS",32,"Balistidae","Sufflamen","fraenatum",1
"2022-05_PtCloates_stereo-BRUVS",32,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",32,"Carangidae","Carangoides","fulvoguttatus",2
"2022-05_PtCloates_stereo-BRUVS",32,"Carcharhinidae","Loxodon","macrorhinus",1
"2022-05_PtCloates_stereo-BRUVS",32,"Labridae","Coris","caudimacula",1
"2022-05_PtCloates_stereo-BRUVS",32,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",32,"Lethrinidae","Gymnocranius","sp1",4
"2022-05_PtCloates_stereo-BRUVS",32,"Lethrinidae","Lethrinus","rubrioperculatus",2
"2022-05_PtCloates_stereo-BRUVS",32,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",32,"Lutjanidae","Pristipomoides","sp1",1
"2022-05_PtCloates_stereo-BRUVS",32,"Muraenidae","Gymnothorax","pseudothyrsoideus",1
"2022-05_PtCloates_stereo-BRUVS",32,"Nemipteridae","Pentapodus","nagasakiensis",5
"2022-05_PtCloates_stereo-BRUVS",32,"Unknown","Unknown","spp",1
"2022-05_PtCloates_stereo-BRUVS",33,"Carangidae","Decapterus","spp",5
"2022-05_PtCloates_stereo-BRUVS",33,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Gymnocranius","sp1",7
"2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",33,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",33,"Lutjanidae","Pristipomoides","spp",2
"2022-05_PtCloates_stereo-BRUVS",33,"Monacanthidae","Aluterus","monoceros",1
"2022-05_PtCloates_stereo-BRUVS",33,"Mullidae","Parupeneus","heptacanthus",2
"2022-05_PtCloates_stereo-BRUVS",33,"Nemipteridae","Nemipterus","virgatus",1
"2022-05_PtCloates_stereo-BRUVS",33,"Sparidae","Argyrops","spinifer",1
"2022-05_PtCloates_stereo-BRUVS",33,"Sphyraenidae","Sphyraena","forsteri",1
"2022-05_PtCloates_stereo-BRUVS",34,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",34,"Carangidae","Carangoides","fulvoguttatus",3
"2022-05_PtCloates_stereo-BRUVS",34,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2022-05_PtCloates_stereo-BRUVS",34,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",34,"Lethrinidae","Lethrinus","miniatus",1
"2022-05_PtCloates_stereo-BRUVS",34,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",34,"Lutjanidae","Pristipomoides","sp1",2
"2022-05_PtCloates_stereo-BRUVS",34,"Nemipteridae","Pentapodus","nagasakiensis",4
"2022-05_PtCloates_stereo-BRUVS",34,"Pinguipedidae","Parapercis","nebulosa",3
"2022-05_PtCloates_stereo-BRUVS",35,"Carangidae","Carangoides","chrysophrys",3
"2022-05_PtCloates_stereo-BRUVS",35,"Carangidae","Carangoides","fulvoguttatus",1
"2022-05_PtCloates_stereo-BRUVS",35,"Carangidae","Seriola","rivoliana",1
"2022-05_PtCloates_stereo-BRUVS",35,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2022-05_PtCloates_stereo-BRUVS",35,"Echeneidae","Echeneis","naucrates",1
"2022-05_PtCloates_stereo-BRUVS",35,"Fistulariidae","Fistularia","commersonii",1
"2022-05_PtCloates_stereo-BRUVS",35,"Labridae","Choerodon","sp1",1
"2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Gymnocranius","sp1",5
"2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Lethrinus","miniatus",3
"2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2022-05_PtCloates_stereo-BRUVS",35,"Lutjanidae","Pristipomoides","sp1",5
"2022-05_PtCloates_stereo-BRUVS",35,"Malacanthidae","Malacanthus","brevirostris",2
"2022-05_PtCloates_stereo-BRUVS",35,"Nemipteridae","Nemipterus","spp",1
"2022-05_PtCloates_stereo-BRUVS",35,"Pinguipedidae","Parapercis","nebulosa",3
"2022-05_PtCloates_stereo-BRUVS",36,"Carangidae","Carangoides","chrysophrys",2
"2022-05_PtCloates_stereo-BRUVS",36,"Carangidae","Carangoides","fulvoguttatus",1
"2022-05_PtCloates_stereo-BRUVS",36,"Carangidae","Decapterus","spp",3
"2022-05_PtCloates_stereo-BRUVS",36,"Labridae","Coris","caudimacula",1
"2022-05_PtCloates_stereo-BRUVS",36,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",36,"Lethrinidae","Gymnocranius","sp1",2
"2022-05_PtCloates_stereo-BRUVS",36,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",36,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",36,"Mullidae","Upeneus","moluccensis",1
"2022-05_PtCloates_stereo-BRUVS",36,"Mullidae","Unknown","spp",2
"2022-05_PtCloates_stereo-BRUVS",36,"Nemipteridae","Nemipterus","spp",1
"2022-05_PtCloates_stereo-BRUVS",36,"Sparidae","Argyrops","spinifer",1
"2022-05_PtCloates_stereo-BRUVS",36,"SUS","SUS","sus",1
"2022-05_PtCloates_stereo-BRUVS",37,"Carangidae","Carangoides","chrysophrys",5
"2022-05_PtCloates_stereo-BRUVS",37,"Carangidae","Carangoides","fulvoguttatus",5
"2022-05_PtCloates_stereo-BRUVS",37,"Carcharhinidae","Carcharhinus","spp",1
"2022-05_PtCloates_stereo-BRUVS",37,"Echeneidae","Echeneis","naucrates",1
"2022-05_PtCloates_stereo-BRUVS",37,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",37,"Lethrinidae","Lethrinus","miniatus",4
"2022-05_PtCloates_stereo-BRUVS",37,"Lethrinidae","Lethrinus","ravus",4
"2022-05_PtCloates_stereo-BRUVS",37,"Lethrinidae","Lethrinus","rubrioperculatus",2
"2022-05_PtCloates_stereo-BRUVS",37,"Lutjanidae","Aphareus","rutilans",1
"2022-05_PtCloates_stereo-BRUVS",37,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",37,"Nemipteridae","Pentapodus","vitta",1
"2022-05_PtCloates_stereo-BRUVS",37,"Pinguipedidae","Parapercis","clathrata",1
"2022-05_PtCloates_stereo-BRUVS",37,"Pinguipedidae","Parapercis","nebulosa",1
"2022-05_PtCloates_stereo-BRUVS",37,"Serranidae","Plectropomus","spp",2
"2022-05_PtCloates_stereo-BRUVS",37,"Serranidae","Variola","louti",2
"2022-05_PtCloates_stereo-BRUVS",37,"SUS","SUS","sus",1
"2022-05_PtCloates_stereo-BRUVS",37,"Unknown","Unknown","spp",1
"2022-05_PtCloates_stereo-BRUVS",38,"Carangidae","Decapterus","spp",1
"2022-05_PtCloates_stereo-BRUVS",38,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",38,"Lethrinidae","Lethrinus","ravus",1
"2022-05_PtCloates_stereo-BRUVS",38,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2022-05_PtCloates_stereo-BRUVS",38,"Nemipteridae","Pentapodus","nagasakiensis",4
"2022-05_PtCloates_stereo-BRUVS",38,"Pinguipedidae","Parapercis","nebulosa",1
"2022-05_PtCloates_stereo-BRUVS",39,"Acanthuridae","Naso","fageni",1
"2022-05_PtCloates_stereo-BRUVS",39,"Balistidae","Sufflamen","fraenatum",2
"2022-05_PtCloates_stereo-BRUVS",39,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",39,"Carangidae","Carangoides","fulvoguttatus",1
"2022-05_PtCloates_stereo-BRUVS",39,"Carangidae","Seriola","rivoliana",1
"2022-05_PtCloates_stereo-BRUVS",39,"Carcharhinidae","Carcharhinus","albimarginatus",2
"2022-05_PtCloates_stereo-BRUVS",39,"Cirrhitidae","Paracirrhites","forsteri",8
"2022-05_PtCloates_stereo-BRUVS",39,"Labridae","Bodianus","solatus",2
"2022-05_PtCloates_stereo-BRUVS",39,"Labridae","Diproctacanthus","xanthurus",1
"2022-05_PtCloates_stereo-BRUVS",39,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",39,"Lethrinidae","Lethrinus","miniatus",7
"2022-05_PtCloates_stereo-BRUVS",39,"Lethrinidae","Lethrinus","ravus",2
"2022-05_PtCloates_stereo-BRUVS",39,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",4,"Balistidae","Abalistes","filamentosus",2
