"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer.count","successful.count","successful.length"
"18","4","Left_MAH00236.MP4","48597","Right_MAH00231.MP4","50841","1","7.02285",62.62229,"1.28775","1.17158","1500.29911","10.44773","4.23999","2.72260","-234.26030","-138.34675","-1475.42526","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","5","Left_MAH00236.MP4","48658","Right_MAH00231.MP4","50902","1","7.03981",64.07273,"1.30905","0.55048","1157.72586","10.27503","20.10952","6.88508","-187.11293","-87.37354","-1139.15925","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","6","Left_MAH00236.MP4","48667","Right_MAH00231.MP4","50911","1","7.04231",59.10072,"4.44402","3.19771","2148.51912","16.88240","23.76099","8.78857","-620.38592","-66.57264","-2055.92408","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","7","Left_MAH00236.MP4","74407","Right_MAH00231.MP4","76651","1","14.19946",505.74319,"1.44689","3.74204","1283.26957","13.69699","14.84944","9.92659","-281.06055","-115.48570","-1246.77537","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","8","Left_MAH00236.MP4","78745","Right_MAH00231.MP4","80989","1","15.40567",501.24982,"1.65809","5.38276","1418.03423","22.86272","4.13668","16.59024","547.76337","59.08670","-1306.63121","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","9","Left_MAH00236.MP4","78925","Right_MAH00232.MP4","109","1","15.45572",479.15807,"3.33003","14.58710","2274.86705","23.38933","1.37296","16.04899","-756.33729","493.44585","-2087.93802","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","10","Left_MAH00236.MP4","79120","Right_MAH00232.MP4","304","1","15.50994",449.7703,"2.52482","6.01059","1772.86450","25.89865","4.28908","1.10678","-771.87252","-61.92915","-1594.81225","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","11","Left_MAH00236.MP4","79145","Right_MAH00232.MP4","329","1","15.51689",517.34125,"1.03706","1.47152","1104.50366","18.95841","0.39153","7.49672","-285.56778","217.28379","-1044.58945","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","12","Left_MAH00236.MP4","79206","Right_MAH00232.MP4","390","1","15.53385",492.15864,"4.06549","4.75778","1791.77973","6.45733","33.76043","4.43450","194.36539","-53.18045","-1780.41246","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","13","Left_MAH00236.MP4","79332","Right_MAH00232.MP4","516","1","15.56889",463.23318,"2.03782","11.13861","2470.19702","5.25409","0.81128","14.96094","22.61177","225.06944","-2459.81824","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","14","Left_MAH00237.MP4","7799","Right_MAH00232.MP4","10103","1","18.23461",721.90429,"2.37860","9.54691","2005.22230","14.30545","3.30765","21.14961","-426.91446","251.47004","-1943.04486","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","15","Left_MAH00237.MP4","22490","Right_MAH00232.MP4","24794","1","22.31952",343.24055,"3.94515","11.96152","2781.61114","7.50808","10.85065","16.55090","-327.76721","157.07765","-2757.76282","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","17","Left_MAH00237.MP4","58993","Right_MAH00232.MP4","61297","1","32.46938",337.3898,"1.17060","6.55939","1099.13746","14.67248","18.76118","21.87286","-277.68002","-20.06625","-1063.29409","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","18","Left_MAH00237.MP4","72405","Right_MAH00232.MP4","74709","1","36.19866",460.97062,"1.65019","8.50684","1747.37396","8.29897","2.91832","11.88434","-235.06439","91.41263","-1729.07612","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","19","Left_MAH00237.MP4","73301","Right_MAH00232.MP4","75605","1","36.44780",575.95357,"28.42917","19.79861","4273.96395","19.23318","53.49799","3.71506","1407.81854","15.29348","-4035.41583","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","32","Left_MAH00238.MP4","6044","Right_MAH00233.MP4","8348","1","40.28608",500.39402,"3.65904","17.40030","2526.97842","7.15958","13.07425","3.19631","-64.95642","308.17456","-2507.27522","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","33","Left_MAH00238.MP4","6044","Right_MAH00233.MP4","8348","1","40.28608",421.84298,"3.45938","19.74981","2629.98538","7.59449","8.62163","1.48815","-338.00247","81.03857","-2606.91583","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","34","Left_MAH00238.MP4","6541","Right_MAH00233.MP4","8845","1","40.42427",444.31867,"4.56936","19.82284","2435.43098","15.98579","16.21742","11.42837","-650.85229","162.01791","-2341.25299","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","36","Left_MAH00238.MP4","26261","Right_MAH00233.MP4","28565","1","45.90753",378.46342,"4.25736","12.35966","2008.44019","24.65145","27.72480","4.75198","816.61830","186.81597","-1825.39485","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","37","Left_MAH00238.MP4","27986","Right_MAH00233.MP4","30290","1","46.38717",448.75363,"3.66539","17.38564","2201.37722","14.25738","18.06270","0.84576","332.93615","427.88013","-2133.57300","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","38","Left_MAH00238.MP4","42601","Right_MAH00233.MP4","44905","1","50.45096",491.69897,"2.12516","9.77047","1695.49170","7.19239","14.40335","7.62906","204.37170","-57.39513","-1682.15044","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"18","39","Left_MAH00238.MP4","43511","Right_MAH00233.MP4","45815","1","50.70399",519.07413,"1.96994","15.64020","1588.84203","7.07006","15.10948","2.35021","-171.30089","-94.33682","-1576.76109","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7101","113.5492","20220522","10:29:53",NA,NA,NA,"91.5","Henry Evans","Yes","Yes"
"19","2","Left_MAH00255.MP4","34778","Right_MAH00250.MP4","29886","1","8.49321",268.19873,"9.67486","0.43116","2486.05176","26.62890","72.78534","13.34449","-1057.45399","351.27830","-2222.35190","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","4","Left_MAH00256.MP4","10861","Right_MAH00251.MP4","6029","1","24.39910",448.63154,"1.92149","3.66505","1454.35509","14.77577","18.84657","20.41085","-370.48986","-17.73508","-1406.26152","Lethrinidae","Gymnocranius","euanus","37351022",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","5","Left_MAH00256.MP4","33545","Right_MAH00251.MP4","28713","1","30.70651",633.30211,"5.13086","11.28565","2869.60492","22.12899","4.53328","18.35204","-913.84126","577.38110","-2658.22452","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","6","Left_MAH00256.MP4","34376","Right_MAH00251.MP4","29544","1","30.93757",162.53031,"2.21293","5.48984","1645.57205","23.87879","17.32632","23.50113","-556.04569","-366.80501","-1504.71746","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","7","Left_MAH00256.MP4","34376","Right_MAH00251.MP4","29544","1","30.93757",139.01876,"2.87270","5.88729","1865.55600","19.81452","18.04903","3.50873","-503.88758","-382.10077","-1755.10556","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","8","Left_MAH00256.MP4","34465","Right_MAH00251.MP4","29633","1","30.96232",131.76007,"4.02537","7.95274","2163.36867","30.68741","15.26329","1.51463","-1060.14444","-308.37402","-1860.42018","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","9","Left_MAH00256.MP4","34646","Right_MAH00251.MP4","29814","1","31.01265",93.77054,"3.87803","3.96867","1730.12745","28.94940","51.00152","14.18205","-712.80520","-439.57264","-1513.94374","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","10","Left_MAH00256.MP4","69541","Right_MAH00251.MP4","64709","1","40.71540",352.2571,"1.81776","11.85020","1525.85997","10.63158","19.43838","36.13577","-281.51043","-0.41108","-1499.66675","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","11","Left_MAH00256.MP4","69648","Right_MAH00251.MP4","64816","1","40.74515",367.99846,"1.75703","5.75883","1505.23318","18.64855","6.78904","10.46709","-480.93203","-19.24483","-1426.20509","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","18","Left_MAH00257.MP4","52057","Right_MAH00252.MP4","47225","1","58.39306",483.62572,"1.30651","5.29779","1495.15029","4.82981","1.50732","6.29749","-116.12159","48.61152","-1489.84129","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","19","Left_MAH00257.MP4","52135","Right_MAH00252.MP4","47303","1","58.41475",401.17158,"0.94585","0.66967","1085.49101","18.38671","0.43672","22.72570","253.20500","230.48166","-1030.07580","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"19","20","Left_MAH00257.MP4","52269","Right_MAH00252.MP4","47437","1","58.45200",438.24469,"1.18045","0.75421","967.50983","7.84054","26.71278","8.26896","131.53505","-10.88061","-958.46513","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6847","113.5669","20220526","08:33:41",NA,NA,NA,"76.4","Kaitlin McCloghry","Yes","Yes"
"2","2","Left_MAH00217.MP4","48941","Right_MAH00271.MP4","45927","1","0.07396",71.94773,"1.48898","1.45284","1135.07987","27.10399","43.58932","31.47237","-471.53385","-212.36815","-1010.42659","Malacanthidae","Malacanthus","brevirostris","37331009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","3","Left_MAH00217.MP4","51540","Right_MAH00271.MP4","48526","1","0.79663",60.82892,"1.09899","1.09963","1113.34543","24.73841","16.99044","32.78037","353.67815","303.28597","-1011.17132","Serranidae","Pseudanthias","georgei","37311093",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","4","Left_MAH00217.MP4","51540","Right_MAH00271.MP4","48526","1","0.79663",72.06281,"1.32625","0.95639","1220.26557","19.35687","15.22714","23.40880","396.89808","77.83560","-1151.28693","Serranidae","Pseudanthias","georgei","37311093",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","5","Left_MAH00217.MP4","51540","Right_MAH00271.MP4","48526","1","0.79663",64.57918,"2.23203","3.10348","1402.17700","22.54858","84.98044","56.21917","482.63391","237.00842","-1294.98720","Serranidae","Pseudanthias","georgei","37311093",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","6","Left_MAH00217.MP4","51540","Right_MAH00271.MP4","48526","1","0.79663",76.40547,"2.94647","5.38538","1842.16501","23.19952","29.33806","41.11606","-636.36755","348.80502","-1693.20504","Serranidae","Pseudanthias","georgei","37311093",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","13","Left_MAH00217.MP4","51581","Right_MAH00271.MP4","48567","1","0.80803",58.25218,"1.82095","0.28259","1315.73275","26.16321","47.89178","46.19176","540.62694","210.45528","-1180.92495","Serranidae","Pseudanthias","georgei","37311093",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","14","Left_MAH00217.MP4","52373","Right_MAH00271.MP4","49359","1","1.02825",46.46592,"0.66364","2.24572","821.17696","16.89367","0.11793","18.50525","234.98618","41.54887","-785.73964","Cirrhitidae","Paracirrhites","forsteri","37374010",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","15","Left_MAH00217.MP4","52520","Right_MAH00271.MP4","49506","1","1.06912",60.4172,"3.22517","3.70682","1580.52836","27.04150","47.62901","14.59548","-717.93660","30.03675","-1407.74100","Cirrhitidae","Paracirrhites","forsteri","37374010",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","17","Left_MAH00217.MP4","59486","Right_MAH00271.MP4","56472","1","3.00606",359.16284,"6.97232","2.77291","2728.82344","27.86950","24.58940","0.56981","-1194.36859","-447.96741","-2412.31968","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","18","Left_MAH00217.MP4","60558","Right_MAH00271.MP4","57544","1","3.30413",83.84449,"0.58748","1.62266","762.24708","12.02745","5.21125","22.40372","-139.32790","-76.26931","-745.51414","Labridae",NA,NA,NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","19","Left_MAH00217.MP4","72186","Right_MAH00271.MP4","69172","1","6.53736",461.78535,"8.77693","6.93589","2713.90122","16.28679","33.82393","10.46566","731.91035","208.76296","-2604.99235","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","20","Left_MAH00217.MP4","72222","Right_MAH00271.MP4","69208","1","6.54737",418.49121,"3.25817","1.80524","1725.82470","22.53856","30.03071","10.93342","-646.78081","138.85189","-1594.00929","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","21","Left_MAH00217.MP4","72262","Right_MAH00271.MP4","69248","1","6.55850",468.28655,"4.98333","6.64344","3294.85394","20.14701","0.89541","17.89365","-675.52481","911.89001","-3093.24835","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","22","Left_MAH00217.MP4","72292","Right_MAH00271.MP4","69278","1","6.56684",424.86389,"2.36827","2.82533","1722.28404","17.66299","19.94643","26.27976","-306.01595","423.59786","-1641.09153","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","23","Left_MAH00217.MP4","72292","Right_MAH00271.MP4","69278","1","6.56684",507.79467,"3.58232","3.54073","2001.94816","15.57726","20.27267","4.99466","481.21915","239.66662","-1928.41501","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","24","Left_MAH00217.MP4","72292","Right_MAH00271.MP4","69278","1","6.56684",402.01342,"5.76640","4.95432","2352.16769","15.43359","30.06577","20.62669","-572.48670","253.15478","-2267.34745","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","25","Left_MAH00217.MP4","72292","Right_MAH00271.MP4","69278","1","6.56684",469.0101,"5.38533","4.15214","3034.02860","12.83772","12.15281","7.36594","-507.48002","443.75476","-2958.18784","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","30","Left_MAH00217.MP4","72305","Right_MAH00271.MP4","69291","1","6.57045",453.1204,"10.39345","13.25872","3058.11403","14.79231","33.58356","12.16635","169.83343","762.09093","-2956.76097","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","31","Left_MAH00217.MP4","72305","Right_MAH00271.MP4","69291","1","6.57045",431.11951,"5.30259","3.40235","2249.65674","26.54212","30.86853","18.47798","998.44869","116.92473","-2012.55665","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","32","Left_MAH00217.MP4","72305","Right_MAH00271.MP4","69291","1","6.57045",515.94601,"6.74550","11.50246","3734.45702","14.82701","9.82672","23.76984","-565.65549","770.26389","-3610.11033","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","33","Left_MAH00217.MP4","72339","Right_MAH00271.MP4","69325","1","6.57991",430.69459,"6.30403","6.46167","2600.54948","15.52513","27.71219","24.95804","422.03144","553.53102","-2505.66367","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","34","Left_MAH00217.MP4","72339","Right_MAH00271.MP4","69325","1","6.57991",423.07651,"8.47874","9.82272","3111.49833","13.01173","25.79871","18.77351","-47.29467","698.95744","-3031.60742","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","35","Left_MAH00217.MP4","72339","Right_MAH00271.MP4","69325","1","6.57991",429.05406,"3.20500","9.65004","2702.80752","16.62522","3.92217","34.55241","-172.52790","753.80922","-2589.82128","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","36","Left_MAH00217.MP4","72354","Right_MAH00271.MP4","69340","1","6.58408",476.30214,"4.49416","2.60050","2179.51151","21.27703","25.91227","3.49816","487.33982","622.90989","-2030.94894","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
"2","37","Left_MAH00217.MP4","72448","Right_MAH00271.MP4","69434","1","6.61021",476.6083,"16.72288","9.07009","3270.00250","11.19448","49.75244","13.71550","601.40370","203.30362","-3207.78703","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6957","113.5628","20220522","14:16:25",NA,NA,NA,"77.3","Kaitlin McCloghry","Yes","Yes"
