"","sample","scientific","campaignid","latitude","longitude","method","unique_id","number","response","date","site","location","successful.count","depth","fov.limited","fov.open","fov.total.points.annotated","kelps","broad.ascidians","broad.bryozoa","rock","broad.hydroids","broad.invertebrate.complex","macroalgae","broad.octocoral.black","broad.sponges","sand","broad.total.points.annotated","mean.relief","sd.relief","x","y","id","z","slope","aspect","tpi","tri","roughness","detrended","lineartrend","inverts","status","successful.length"
"26","npz6.12","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_stereo-BRUVs",-28.0512,113.2763,"BRUV",NA,0,"Labridae Suezichthys cyanolaemus_BRUV",20210512,"npz6.12","NPZ6","N",185,16,24,40,0,0,0,0,0,0,0,0,0,1,28,0,0,113.2763,-28.0512,65,185.840286254883,0.472855069481323,199.77426278105,-0.128358840942383,1.79825782775879,5.76031494140625,11.4979190826416,-197.33821105957,0,NA,NA
"27","npz6.12","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_BOSS",-28.0486,113.3238,"BOSS","2021-05_Abrolhos_BOSS_npz6.12",0,"Lethrinidae Lethrinus miniatus_BOSS",20210511,"npz6.12","NPZ6","Y",159,0,80,80,0,0,0,0,0,0,0,0,0,1,80,0,0,113.3238,-28.0486,24,161.585662841797,0.468033875701961,235.457528415798,0.255317687988281,1.53131866455078,5.74925231933594,-26.4499797821045,-135.135681152344,0,"No-take","Y"
"28","npz6.12","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_stereo-BRUVs",-28.0512,113.2763,"BRUV",NA,0,"Lethrinidae Lethrinus miniatus_BRUV",20210512,"npz6.12","NPZ6","N",185,16,24,40,0,0,0,0,0,0,0,0,0,1,28,0,0,113.2763,-28.0512,65,185.840286254883,0.472855069481323,199.77426278105,-0.128358840942383,1.79825782775879,5.76031494140625,11.4979190826416,-197.33821105957,0,NA,NA
"29","npz6.12","Mullidae Parupeneus spilurus","2021-05_Abrolhos_BOSS",-28.0486,113.3238,"BOSS","2021-05_Abrolhos_BOSS_npz6.12",0,"Mullidae Parupeneus spilurus_BOSS",20210511,"npz6.12","NPZ6","Y",159,0,80,80,0,0,0,0,0,0,0,0,0,1,80,0,0,113.3238,-28.0486,24,161.585662841797,0.468033875701961,235.457528415798,0.255317687988281,1.53131866455078,5.74925231933594,-26.4499797821045,-135.135681152344,0,"No-take","Y"
"30","npz6.12","Mullidae Parupeneus spilurus","2021-05_Abrolhos_stereo-BRUVs",-28.0512,113.2763,"BRUV",NA,0,"Mullidae Parupeneus spilurus_BRUV",20210512,"npz6.12","NPZ6","N",185,16,24,40,0,0,0,0,0,0,0,0,0,1,28,0,0,113.2763,-28.0512,65,185.840286254883,0.472855069481323,199.77426278105,-0.128358840942383,1.79825782775879,5.76031494140625,11.4979190826416,-197.33821105957,0,NA,NA
"31","npz6.13","Labridae Choerodon rubescens","2021-05_Abrolhos_BOSS",-28.0537,113.4489,"BOSS","2021-05_Abrolhos_BOSS_npz6.13",0,"Labridae Choerodon rubescens_BOSS",20210511,"npz6.13","NPZ6","Y",57,6,74,80,0,0,0,0.9625,0,0,0,0,0,0.0375,80,1,0,113.4489,-28.0537,10,52.3913726806641,1.47671054748188,42.9546224911264,-0.946710109710693,4.91206121444702,17.4776840209961,-4.29208755493164,-48.0992851257324,0,"No-take","Y"
"32","npz6.13","Labridae Choerodon rubescens","2021-05_Abrolhos_stereo-BRUVs",-28.0611,113.3714,"BRUV",NA,0,"Labridae Choerodon rubescens_BRUV",20210512,"npz6.13","NPZ6","Y",109,12,28,40,0,0,1,0,0,11,0,1,2,0.318181818181818,22,2.14285714285714,0.853563956930837,113.3714,-28.0611,59,105.281463623047,1.82381709548526,260.422489928175,-0.00580501556396484,6.1287145614624,17.7532119750977,-13.3982563018799,-91.8832092285156,0.681818181818182,NA,NA
"33","npz6.13","Labridae Coris auricularis","2021-05_Abrolhos_BOSS",-28.0537,113.4489,"BOSS","2021-05_Abrolhos_BOSS_npz6.13",0,"Labridae Coris auricularis_BOSS",20210511,"npz6.13","NPZ6","Y",57,6,74,80,0,0,0,0.9625,0,0,0,0,0,0.0375,80,1,0,113.4489,-28.0537,10,52.3913726806641,1.47671054748188,42.9546224911264,-0.946710109710693,4.91206121444702,17.4776840209961,-4.29208755493164,-48.0992851257324,0,"No-take","Y"
"34","npz6.13","Labridae Coris auricularis","2021-05_Abrolhos_stereo-BRUVs",-28.0611,113.3714,"BRUV",NA,0,"Labridae Coris auricularis_BRUV",20210512,"npz6.13","NPZ6","Y",109,12,28,40,0,0,1,0,0,11,0,1,2,0.318181818181818,22,2.14285714285714,0.853563956930837,113.3714,-28.0611,59,105.281463623047,1.82381709548526,260.422489928175,-0.00580501556396484,6.1287145614624,17.7532119750977,-13.3982563018799,-91.8832092285156,0.681818181818182,NA,NA
"35","npz6.13","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_BOSS",-28.0537,113.4489,"BOSS","2021-05_Abrolhos_BOSS_npz6.13",0,"Labridae Suezichthys cyanolaemus_BOSS",20210511,"npz6.13","NPZ6","Y",57,6,74,80,0,0,0,0.9625,0,0,0,0,0,0.0375,80,1,0,113.4489,-28.0537,10,52.3913726806641,1.47671054748188,42.9546224911264,-0.946710109710693,4.91206121444702,17.4776840209961,-4.29208755493164,-48.0992851257324,0,"No-take","Y"
"36","npz6.13","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_stereo-BRUVs",-28.0611,113.3714,"BRUV",NA,0,"Labridae Suezichthys cyanolaemus_BRUV",20210512,"npz6.13","NPZ6","Y",109,12,28,40,0,0,1,0,0,11,0,1,2,0.318181818181818,22,2.14285714285714,0.853563956930837,113.3714,-28.0611,59,105.281463623047,1.82381709548526,260.422489928175,-0.00580501556396484,6.1287145614624,17.7532119750977,-13.3982563018799,-91.8832092285156,0.681818181818182,NA,NA
"37","npz6.13","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_BOSS",-28.0537,113.4489,"BOSS","2021-05_Abrolhos_BOSS_npz6.13",0,"Lethrinidae Lethrinus miniatus_BOSS",20210511,"npz6.13","NPZ6","Y",57,6,74,80,0,0,0,0.9625,0,0,0,0,0,0.0375,80,1,0,113.4489,-28.0537,10,52.3913726806641,1.47671054748188,42.9546224911264,-0.946710109710693,4.91206121444702,17.4776840209961,-4.29208755493164,-48.0992851257324,0,"No-take","Y"
"38","npz6.13","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_stereo-BRUVs",-28.0611,113.3714,"BRUV",NA,0,"Lethrinidae Lethrinus miniatus_BRUV",20210512,"npz6.13","NPZ6","Y",109,12,28,40,0,0,1,0,0,11,0,1,2,0.318181818181818,22,2.14285714285714,0.853563956930837,113.3714,-28.0611,59,105.281463623047,1.82381709548526,260.422489928175,-0.00580501556396484,6.1287145614624,17.7532119750977,-13.3982563018799,-91.8832092285156,0.681818181818182,NA,NA
"39","npz6.13","Mullidae Parupeneus spilurus","2021-05_Abrolhos_BOSS",-28.0537,113.4489,"BOSS","2021-05_Abrolhos_BOSS_npz6.13",0,"Mullidae Parupeneus spilurus_BOSS",20210511,"npz6.13","NPZ6","Y",57,6,74,80,0,0,0,0.9625,0,0,0,0,0,0.0375,80,1,0,113.4489,-28.0537,10,52.3913726806641,1.47671054748188,42.9546224911264,-0.946710109710693,4.91206121444702,17.4776840209961,-4.29208755493164,-48.0992851257324,0,"No-take","Y"
"40","npz6.13","Mullidae Parupeneus spilurus","2021-05_Abrolhos_stereo-BRUVs",-28.0611,113.3714,"BRUV",NA,0,"Mullidae Parupeneus spilurus_BRUV",20210512,"npz6.13","NPZ6","Y",109,12,28,40,0,0,1,0,0,11,0,1,2,0.318181818181818,22,2.14285714285714,0.853563956930837,113.3714,-28.0611,59,105.281463623047,1.82381709548526,260.422489928175,-0.00580501556396484,6.1287145614624,17.7532119750977,-13.3982563018799,-91.8832092285156,0.681818181818182,NA,NA
"41","npz6.14","Labridae Choerodon rubescens","2021-05_Abrolhos_BOSS",-28.0912,113.4589,"BOSS","2021-05_Abrolhos_BOSS_npz6.14",1,"Labridae Choerodon rubescens_BOSS",20210511,"npz6.14","NPZ6","Y",25.5,5,75,80,0,0,0,0.223684210526316,0,0,58,0,0,0.0131578947368421,76,2.92424242424242,0.364189555910151,113.4589,-28.0912,6,32.8350791931152,2.25024725431325,66.8198015591208,-2.77987837791443,7.97878527641296,23.6517677307129,15.1436710357666,-47.9787521362305,0,"No-take","Y"
"42","npz6.14","Labridae Choerodon rubescens","2021-05_Abrolhos_stereo-BRUVs",-28.0937,113.4213,"BRUV",NA,2,"Labridae Choerodon rubescens_BRUV",20210512,"npz6.14","NPZ6","Y",42.1,12,28,40,5,0,0,0,0,0,20,0,3,0,23,2.84615384615385,0.36794648440312,113.4213,-28.0937,48,40.6309432983398,0.632017252148945,279.467423105007,1.37374114990234,2.23801040649414,7.24131774902344,23.6127586364746,-64.2436981201172,0.130434782608696,NA,NA
"43","npz6.14","Labridae Coris auricularis","2021-05_Abrolhos_BOSS",-28.0912,113.4589,"BOSS","2021-05_Abrolhos_BOSS_npz6.14",20,"Labridae Coris auricularis_BOSS",20210511,"npz6.14","NPZ6","Y",25.5,5,75,80,0,0,0,0.223684210526316,0,0,58,0,0,0.0131578947368421,76,2.92424242424242,0.364189555910151,113.4589,-28.0912,6,32.8350791931152,2.25024725431325,66.8198015591208,-2.77987837791443,7.97878527641296,23.6517677307129,15.1436710357666,-47.9787521362305,0,"No-take","Y"
"44","npz6.14","Labridae Coris auricularis","2021-05_Abrolhos_stereo-BRUVs",-28.0937,113.4213,"BRUV",NA,41,"Labridae Coris auricularis_BRUV",20210512,"npz6.14","NPZ6","Y",42.1,12,28,40,5,0,0,0,0,0,20,0,3,0,23,2.84615384615385,0.36794648440312,113.4213,-28.0937,48,40.6309432983398,0.632017252148945,279.467423105007,1.37374114990234,2.23801040649414,7.24131774902344,23.6127586364746,-64.2436981201172,0.130434782608696,NA,NA
"45","npz6.14","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_BOSS",-28.0912,113.4589,"BOSS","2021-05_Abrolhos_BOSS_npz6.14",1,"Labridae Suezichthys cyanolaemus_BOSS",20210511,"npz6.14","NPZ6","Y",25.5,5,75,80,0,0,0,0.223684210526316,0,0,58,0,0,0.0131578947368421,76,2.92424242424242,0.364189555910151,113.4589,-28.0912,6,32.8350791931152,2.25024725431325,66.8198015591208,-2.77987837791443,7.97878527641296,23.6517677307129,15.1436710357666,-47.9787521362305,0,"No-take","Y"
"46","npz6.14","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_stereo-BRUVs",-28.0937,113.4213,"BRUV",NA,0,"Labridae Suezichthys cyanolaemus_BRUV",20210512,"npz6.14","NPZ6","Y",42.1,12,28,40,5,0,0,0,0,0,20,0,3,0,23,2.84615384615385,0.36794648440312,113.4213,-28.0937,48,40.6309432983398,0.632017252148945,279.467423105007,1.37374114990234,2.23801040649414,7.24131774902344,23.6127586364746,-64.2436981201172,0.130434782608696,NA,NA
"47","npz6.14","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_BOSS",-28.0912,113.4589,"BOSS","2021-05_Abrolhos_BOSS_npz6.14",15,"Lethrinidae Lethrinus miniatus_BOSS",20210511,"npz6.14","NPZ6","Y",25.5,5,75,80,0,0,0,0.223684210526316,0,0,58,0,0,0.0131578947368421,76,2.92424242424242,0.364189555910151,113.4589,-28.0912,6,32.8350791931152,2.25024725431325,66.8198015591208,-2.77987837791443,7.97878527641296,23.6517677307129,15.1436710357666,-47.9787521362305,0,"No-take","Y"
"48","npz6.14","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_stereo-BRUVs",-28.0937,113.4213,"BRUV",NA,5,"Lethrinidae Lethrinus miniatus_BRUV",20210512,"npz6.14","NPZ6","Y",42.1,12,28,40,5,0,0,0,0,0,20,0,3,0,23,2.84615384615385,0.36794648440312,113.4213,-28.0937,48,40.6309432983398,0.632017252148945,279.467423105007,1.37374114990234,2.23801040649414,7.24131774902344,23.6127586364746,-64.2436981201172,0.130434782608696,NA,NA
"49","npz6.14","Mullidae Parupeneus spilurus","2021-05_Abrolhos_BOSS",-28.0912,113.4589,"BOSS","2021-05_Abrolhos_BOSS_npz6.14",1,"Mullidae Parupeneus spilurus_BOSS",20210511,"npz6.14","NPZ6","Y",25.5,5,75,80,0,0,0,0.223684210526316,0,0,58,0,0,0.0131578947368421,76,2.92424242424242,0.364189555910151,113.4589,-28.0912,6,32.8350791931152,2.25024725431325,66.8198015591208,-2.77987837791443,7.97878527641296,23.6517677307129,15.1436710357666,-47.9787521362305,0,"No-take","Y"
"50","npz6.14","Mullidae Parupeneus spilurus","2021-05_Abrolhos_stereo-BRUVs",-28.0937,113.4213,"BRUV",NA,6,"Mullidae Parupeneus spilurus_BRUV",20210512,"npz6.14","NPZ6","Y",42.1,12,28,40,5,0,0,0,0,0,20,0,3,0,23,2.84615384615385,0.36794648440312,113.4213,-28.0937,48,40.6309432983398,0.632017252148945,279.467423105007,1.37374114990234,2.23801040649414,7.24131774902344,23.6127586364746,-64.2436981201172,0.130434782608696,NA,NA
"51","npz6.15","Labridae Choerodon rubescens","2021-05_Abrolhos_BOSS",-28.0712,113.3788,"BOSS","2021-05_Abrolhos_BOSS_npz6.15",0,"Labridae Choerodon rubescens_BOSS",20210511,"npz6.15","NPZ6","Y",92,6,74,80,0,0,1,0,0,37,0,2,12,0.315789473684211,76,1.79411764705882,0.659235729573739,113.3788,-28.0712,18,96.8354187011719,1.84596547270397,242.93818517574,-1.11984348297119,6.39759540557861,20.931526184082,-8.73591136932373,-88.0995101928711,0.684210526315789,"No-take","Y"
"52","npz6.15","Labridae Choerodon rubescens","2021-05_Abrolhos_stereo-BRUVs",-28.0588,113.3488,"BRUV",NA,0,"Labridae Choerodon rubescens_BRUV",20210512,"npz6.15","NPZ6","Y",145,11,29,40,0,0,0,0,1,0,0,0,0,0.962962962962963,27,0,0,113.3488,-28.0588,57,148.092926025391,0.932579110127792,251.999030326723,-0.203357696533203,3.15874862670898,10.0662994384766,-36.1552848815918,-111.937637329102,0.037037037037037,NA,NA
"53","npz6.15","Labridae Coris auricularis","2021-05_Abrolhos_BOSS",-28.0712,113.3788,"BOSS","2021-05_Abrolhos_BOSS_npz6.15",0,"Labridae Coris auricularis_BOSS",20210511,"npz6.15","NPZ6","Y",92,6,74,80,0,0,1,0,0,37,0,2,12,0.315789473684211,76,1.79411764705882,0.659235729573739,113.3788,-28.0712,18,96.8354187011719,1.84596547270397,242.93818517574,-1.11984348297119,6.39759540557861,20.931526184082,-8.73591136932373,-88.0995101928711,0.684210526315789,"No-take","Y"
