"","sample","scientific","campaignid","latitude","longitude","method","unique_id","number","response","broad.ascidians","broad.bryozoa","rock","broad.crinoids","broad.hydroids","broad.invertebrate.complex","macroalgae","broad.octocoral.black","reef","seagrasses","broad.sponges","broad.stony.corals","broad.total.points.annotated","broad.true.anemones","sand","fov.facing.up","fov.limited","fov.open","mean.relief","sd.relief","planned.or.exploratory","date","time","location","site","depth","successful.count","successful.length","commonwealth.zone","state.zone","status","z","slope","aspect","tpi","tri","roughness","detrended","lineartrend","inverts"
"11","03","Labridae Pseudolabrus biserialis","2020-06_south-west_stereo-BRUVs",-34.126906,114.925945,"BRUV","2020-06_south-west_stereo-BRUVs_03",8,"Labridae Pseudolabrus biserialis_BRUV",0,0,0,0,0,0,0.928571428571429,0,1,0.0714285714285714,0,0,14,0,0,0,6,14,3,0.377964473009227,"MBH","20200602","09:27","South-west","c1",-39.3,"Yes","Yes","National Park Zone",NA,"No-take",39.1502075195312,0.763306264763028,6.9679562583707,-0.110270500183105,2.97564029693604,8.62936401367188,-21.6129112243652,-17.537296295166,0
"12","03","Scorpididae Neatypus obliquus","2020-06_south-west_stereo-BRUVs",-34.126906,114.925945,"BRUV","2020-06_south-west_stereo-BRUVs_03",9,"Scorpididae Neatypus obliquus_BRUV",0,0,0,0,0,0,0.928571428571429,0,1,0.0714285714285714,0,0,14,0,0,0,6,14,3,0.377964473009227,"MBH","20200602","09:27","South-west","c1",-39.3,"Yes","Yes","National Park Zone",NA,"No-take",39.1502075195312,0.763306264763028,6.9679562583707,-0.110270500183105,2.97564029693604,8.62936401367188,-21.6129112243652,-17.537296295166,0
"13","04","Labridae Coris auricularis","2020-06_south-west_stereo-BRUVs",-34.122634,114.920337,"BRUV","2020-06_south-west_stereo-BRUVs_04",1,"Labridae Coris auricularis_BRUV",0,0,0.297297297297297,0,0,0,0,0,0.297297297297297,0,0,0,37,0,0.702702702702703,0,2,37,0.692307692307692,0.470678724331642,"MBH","20200602","09:44","South-west","c2",-44.1,"Yes","Yes","National Park Zone",NA,"No-take",42.3417587280273,0.335246297774189,32.1865577421298,-0.916611671447754,1.40151882171631,3.33018112182617,-25.2586421966553,-17.0831165313721,0
"14","04","Labridae Ophthalmolepis lineolatus","2020-06_south-west_stereo-BRUVs",-34.122634,114.920337,"BRUV","2020-06_south-west_stereo-BRUVs_04",3,"Labridae Ophthalmolepis lineolatus_BRUV",0,0,0.297297297297297,0,0,0,0,0,0.297297297297297,0,0,0,37,0,0.702702702702703,0,2,37,0.692307692307692,0.470678724331642,"MBH","20200602","09:44","South-west","c2",-44.1,"Yes","Yes","National Park Zone",NA,"No-take",42.3417587280273,0.335246297774189,32.1865577421298,-0.916611671447754,1.40151882171631,3.33018112182617,-25.2586421966553,-17.0831165313721,0
"15","04","Labridae Pseudolabrus biserialis","2020-06_south-west_stereo-BRUVs",-34.122634,114.920337,"BRUV","2020-06_south-west_stereo-BRUVs_04",1,"Labridae Pseudolabrus biserialis_BRUV",0,0,0.297297297297297,0,0,0,0,0,0.297297297297297,0,0,0,37,0,0.702702702702703,0,2,37,0.692307692307692,0.470678724331642,"MBH","20200602","09:44","South-west","c2",-44.1,"Yes","Yes","National Park Zone",NA,"No-take",42.3417587280273,0.335246297774189,32.1865577421298,-0.916611671447754,1.40151882171631,3.33018112182617,-25.2586421966553,-17.0831165313721,0
"16","04","Scorpididae Neatypus obliquus","2020-06_south-west_stereo-BRUVs",-34.122634,114.920337,"BRUV","2020-06_south-west_stereo-BRUVs_04",10,"Scorpididae Neatypus obliquus_BRUV",0,0,0.297297297297297,0,0,0,0,0,0.297297297297297,0,0,0,37,0,0.702702702702703,0,2,37,0.692307692307692,0.470678724331642,"MBH","20200602","09:44","South-west","c2",-44.1,"Yes","Yes","National Park Zone",NA,"No-take",42.3417587280273,0.335246297774189,32.1865577421298,-0.916611671447754,1.40151882171631,3.33018112182617,-25.2586421966553,-17.0831165313721,0
"17","05","Labridae Coris auricularis","2020-06_south-west_stereo-BRUVs",-34.131497,114.915753,"BRUV","2020-06_south-west_stereo-BRUVs_05",0,"Labridae Coris auricularis_BRUV",0,0,0.0810810810810811,0,0,0,0.756756756756757,0,0.945945945945946,0,4,0,37,0,0.0540540540540541,0,2,37,2.95652173913043,0.474654024198412,"MBH","20200602","09:57","South-west","c3",-44.1,"Yes","Yes","National Park Zone",NA,"No-take",40.8482933044434,0.47214403662787,261.408896766631,-0.70070219039917,1.47606134414673,4.30963516235352,-25.4238948822021,-15.4243974685669,0.108108108108108
"18","05","Labridae Ophthalmolepis lineolatus","2020-06_south-west_stereo-BRUVs",-34.131497,114.915753,"BRUV","2020-06_south-west_stereo-BRUVs_05",6,"Labridae Ophthalmolepis lineolatus_BRUV",0,0,0.0810810810810811,0,0,0,0.756756756756757,0,0.945945945945946,0,4,0,37,0,0.0540540540540541,0,2,37,2.95652173913043,0.474654024198412,"MBH","20200602","09:57","South-west","c3",-44.1,"Yes","Yes","National Park Zone",NA,"No-take",40.8482933044434,0.47214403662787,261.408896766631,-0.70070219039917,1.47606134414673,4.30963516235352,-25.4238948822021,-15.4243974685669,0.108108108108108
"19","05","Labridae Pseudolabrus biserialis","2020-06_south-west_stereo-BRUVs",-34.131497,114.915753,"BRUV","2020-06_south-west_stereo-BRUVs_05",4,"Labridae Pseudolabrus biserialis_BRUV",0,0,0.0810810810810811,0,0,0,0.756756756756757,0,0.945945945945946,0,4,0,37,0,0.0540540540540541,0,2,37,2.95652173913043,0.474654024198412,"MBH","20200602","09:57","South-west","c3",-44.1,"Yes","Yes","National Park Zone",NA,"No-take",40.8482933044434,0.47214403662787,261.408896766631,-0.70070219039917,1.47606134414673,4.30963516235352,-25.4238948822021,-15.4243974685669,0.108108108108108
"20","05","Scorpididae Neatypus obliquus","2020-06_south-west_stereo-BRUVs",-34.131497,114.915753,"BRUV","2020-06_south-west_stereo-BRUVs_05",26,"Scorpididae Neatypus obliquus_BRUV",0,0,0.0810810810810811,0,0,0,0.756756756756757,0,0.945945945945946,0,4,0,37,0,0.0540540540540541,0,2,37,2.95652173913043,0.474654024198412,"MBH","20200602","09:57","South-west","c3",-44.1,"Yes","Yes","National Park Zone",NA,"No-take",40.8482933044434,0.47214403662787,261.408896766631,-0.70070219039917,1.47606134414673,4.30963516235352,-25.4238948822021,-15.4243974685669,0.108108108108108
"21","06","Labridae Coris auricularis","2020-06_south-west_stereo-BRUVs",-34.132842,114.912405,"BRUV","2020-06_south-west_stereo-BRUVs_06",4,"Labridae Coris auricularis_BRUV",0,0,0.129032258064516,0,0,0,0.483870967741935,0,0.709677419354839,0,3,0,31,0,0.290322580645161,0,2,38,2.78260869565217,0.518434859512082,"MBH","20200602","10:06","South-west","c3",-43.2,"Yes","Yes","National Park Zone",NA,"No-take",42.6599769592285,0.0815622358174653,240.124583872154,-0.209202289581299,0.32572603225708,0.983844757080078,-27.8044509887695,-14.8555250167847,0.0967741935483871
"22","06","Labridae Ophthalmolepis lineolatus","2020-06_south-west_stereo-BRUVs",-34.132842,114.912405,"BRUV","2020-06_south-west_stereo-BRUVs_06",4,"Labridae Ophthalmolepis lineolatus_BRUV",0,0,0.129032258064516,0,0,0,0.483870967741935,0,0.709677419354839,0,3,0,31,0,0.290322580645161,0,2,38,2.78260869565217,0.518434859512082,"MBH","20200602","10:06","South-west","c3",-43.2,"Yes","Yes","National Park Zone",NA,"No-take",42.6599769592285,0.0815622358174653,240.124583872154,-0.209202289581299,0.32572603225708,0.983844757080078,-27.8044509887695,-14.8555250167847,0.0967741935483871
"23","06","Labridae Pseudolabrus biserialis","2020-06_south-west_stereo-BRUVs",-34.132842,114.912405,"BRUV","2020-06_south-west_stereo-BRUVs_06",5,"Labridae Pseudolabrus biserialis_BRUV",0,0,0.129032258064516,0,0,0,0.483870967741935,0,0.709677419354839,0,3,0,31,0,0.290322580645161,0,2,38,2.78260869565217,0.518434859512082,"MBH","20200602","10:06","South-west","c3",-43.2,"Yes","Yes","National Park Zone",NA,"No-take",42.6599769592285,0.0815622358174653,240.124583872154,-0.209202289581299,0.32572603225708,0.983844757080078,-27.8044509887695,-14.8555250167847,0.0967741935483871
"24","06","Scorpididae Neatypus obliquus","2020-06_south-west_stereo-BRUVs",-34.132842,114.912405,"BRUV","2020-06_south-west_stereo-BRUVs_06",1,"Scorpididae Neatypus obliquus_BRUV",0,0,0.129032258064516,0,0,0,0.483870967741935,0,0.709677419354839,0,3,0,31,0,0.290322580645161,0,2,38,2.78260869565217,0.518434859512082,"MBH","20200602","10:06","South-west","c3",-43.2,"Yes","Yes","National Park Zone",NA,"No-take",42.6599769592285,0.0815622358174653,240.124583872154,-0.209202289581299,0.32572603225708,0.983844757080078,-27.8044509887695,-14.8555250167847,0.0967741935483871
"25","07","Labridae Coris auricularis","2020-06_south-west_stereo-BRUVs",-34.134771,114.910241,"BRUV","2020-06_south-west_stereo-BRUVs_07",7,"Labridae Coris auricularis_BRUV",0,0,0.0833333333333333,0,0,0,0.472222222222222,0,0.666666666666667,0,4,0,36,0,0.333333333333333,0,0,36,2.6,0.763762615825973,"MBH","20200602","10:16","South-west","c3",-43.9,"Yes","No","National Park Zone",NA,"No-take",42.6599769592285,0.0815622358174653,240.124583872154,-0.209202289581299,0.32572603225708,0.983844757080078,-27.8044509887695,-14.8555250167847,0.111111111111111
"26","07","Labridae Ophthalmolepis lineolatus","2020-06_south-west_stereo-BRUVs",-34.134771,114.910241,"BRUV","2020-06_south-west_stereo-BRUVs_07",3,"Labridae Ophthalmolepis lineolatus_BRUV",0,0,0.0833333333333333,0,0,0,0.472222222222222,0,0.666666666666667,0,4,0,36,0,0.333333333333333,0,0,36,2.6,0.763762615825973,"MBH","20200602","10:16","South-west","c3",-43.9,"Yes","No","National Park Zone",NA,"No-take",42.6599769592285,0.0815622358174653,240.124583872154,-0.209202289581299,0.32572603225708,0.983844757080078,-27.8044509887695,-14.8555250167847,0.111111111111111
"27","07","Labridae Pseudolabrus biserialis","2020-06_south-west_stereo-BRUVs",-34.134771,114.910241,"BRUV","2020-06_south-west_stereo-BRUVs_07",2,"Labridae Pseudolabrus biserialis_BRUV",0,0,0.0833333333333333,0,0,0,0.472222222222222,0,0.666666666666667,0,4,0,36,0,0.333333333333333,0,0,36,2.6,0.763762615825973,"MBH","20200602","10:16","South-west","c3",-43.9,"Yes","No","National Park Zone",NA,"No-take",42.6599769592285,0.0815622358174653,240.124583872154,-0.209202289581299,0.32572603225708,0.983844757080078,-27.8044509887695,-14.8555250167847,0.111111111111111
"28","07","Scorpididae Neatypus obliquus","2020-06_south-west_stereo-BRUVs",-34.134771,114.910241,"BRUV","2020-06_south-west_stereo-BRUVs_07",0,"Scorpididae Neatypus obliquus_BRUV",0,0,0.0833333333333333,0,0,0,0.472222222222222,0,0.666666666666667,0,4,0,36,0,0.333333333333333,0,0,36,2.6,0.763762615825973,"MBH","20200602","10:16","South-west","c3",-43.9,"Yes","No","National Park Zone",NA,"No-take",42.6599769592285,0.0815622358174653,240.124583872154,-0.209202289581299,0.32572603225708,0.983844757080078,-27.8044509887695,-14.8555250167847,0.111111111111111
"29","08","Labridae Coris auricularis","2020-06_south-west_stereo-BRUVs",-34.129352,114.911755,"BRUV","2020-06_south-west_stereo-BRUVs_08",35,"Labridae Coris auricularis_BRUV",0,0,0.421052631578947,0,0,0,0.289473684210526,0,1,0,11,0,38,0,0,0,2,38,3.38888888888889,0.687761494281174,"MBH","20200602","13:48","South-west","c3",-39.6,"Yes","Yes","National Park Zone",NA,"No-take",41.1713981628418,0.264052208068603,206.046748852735,0.0320878028869629,0.922867298126221,3.381103515625,-26.0599708557129,-15.1114273071289,0.289473684210526
"30","08","Labridae Ophthalmolepis lineolatus","2020-06_south-west_stereo-BRUVs",-34.129352,114.911755,"BRUV","2020-06_south-west_stereo-BRUVs_08",4,"Labridae Ophthalmolepis lineolatus_BRUV",0,0,0.421052631578947,0,0,0,0.289473684210526,0,1,0,11,0,38,0,0,0,2,38,3.38888888888889,0.687761494281174,"MBH","20200602","13:48","South-west","c3",-39.6,"Yes","Yes","National Park Zone",NA,"No-take",41.1713981628418,0.264052208068603,206.046748852735,0.0320878028869629,0.922867298126221,3.381103515625,-26.0599708557129,-15.1114273071289,0.289473684210526
"31","08","Labridae Pseudolabrus biserialis","2020-06_south-west_stereo-BRUVs",-34.129352,114.911755,"BRUV","2020-06_south-west_stereo-BRUVs_08",7,"Labridae Pseudolabrus biserialis_BRUV",0,0,0.421052631578947,0,0,0,0.289473684210526,0,1,0,11,0,38,0,0,0,2,38,3.38888888888889,0.687761494281174,"MBH","20200602","13:48","South-west","c3",-39.6,"Yes","Yes","National Park Zone",NA,"No-take",41.1713981628418,0.264052208068603,206.046748852735,0.0320878028869629,0.922867298126221,3.381103515625,-26.0599708557129,-15.1114273071289,0.289473684210526
"32","08","Scorpididae Neatypus obliquus","2020-06_south-west_stereo-BRUVs",-34.129352,114.911755,"BRUV","2020-06_south-west_stereo-BRUVs_08",2,"Scorpididae Neatypus obliquus_BRUV",0,0,0.421052631578947,0,0,0,0.289473684210526,0,1,0,11,0,38,0,0,0,2,38,3.38888888888889,0.687761494281174,"MBH","20200602","13:48","South-west","c3",-39.6,"Yes","Yes","National Park Zone",NA,"No-take",41.1713981628418,0.264052208068603,206.046748852735,0.0320878028869629,0.922867298126221,3.381103515625,-26.0599708557129,-15.1114273071289,0.289473684210526
"33","09","Labridae Coris auricularis","2020-06_south-west_stereo-BRUVs",-34.119541,114.916105,"BRUV","2020-06_south-west_stereo-BRUVs_09",1,"Labridae Coris auricularis_BRUV",0,1,0.04,0,0,0,0.28,0,0.36,0,0,0,25,0,0.64,0,3,28,2.06896551724138,1.13171912475662,"MBH","20200602","11:45","South-west","c2",-43.8,"Yes","Yes","National Park Zone",NA,"No-take",43.1409111022949,0.161050389441614,22.1444416598023,-0.761044979095459,0.761044979095459,1.94945526123047,-26.1125316619873,-17.0283794403076,0.04
"34","09","Labridae Ophthalmolepis lineolatus","2020-06_south-west_stereo-BRUVs",-34.119541,114.916105,"BRUV","2020-06_south-west_stereo-BRUVs_09",5,"Labridae Ophthalmolepis lineolatus_BRUV",0,1,0.04,0,0,0,0.28,0,0.36,0,0,0,25,0,0.64,0,3,28,2.06896551724138,1.13171912475662,"MBH","20200602","11:45","South-west","c2",-43.8,"Yes","Yes","National Park Zone",NA,"No-take",43.1409111022949,0.161050389441614,22.1444416598023,-0.761044979095459,0.761044979095459,1.94945526123047,-26.1125316619873,-17.0283794403076,0.04
"35","09","Labridae Pseudolabrus biserialis","2020-06_south-west_stereo-BRUVs",-34.119541,114.916105,"BRUV","2020-06_south-west_stereo-BRUVs_09",3,"Labridae Pseudolabrus biserialis_BRUV",0,1,0.04,0,0,0,0.28,0,0.36,0,0,0,25,0,0.64,0,3,28,2.06896551724138,1.13171912475662,"MBH","20200602","11:45","South-west","c2",-43.8,"Yes","Yes","National Park Zone",NA,"No-take",43.1409111022949,0.161050389441614,22.1444416598023,-0.761044979095459,0.761044979095459,1.94945526123047,-26.1125316619873,-17.0283794403076,0.04
"36","09","Scorpididae Neatypus obliquus","2020-06_south-west_stereo-BRUVs",-34.119541,114.916105,"BRUV","2020-06_south-west_stereo-BRUVs_09",15,"Scorpididae Neatypus obliquus_BRUV",0,1,0.04,0,0,0,0.28,0,0.36,0,0,0,25,0,0.64,0,3,28,2.06896551724138,1.13171912475662,"MBH","20200602","11:45","South-west","c2",-43.8,"Yes","Yes","National Park Zone",NA,"No-take",43.1409111022949,0.161050389441614,22.1444416598023,-0.761044979095459,0.761044979095459,1.94945526123047,-26.1125316619873,-17.0283794403076,0.04
"37","1","Labridae Coris auricularis","2020-10_south-west_BOSS",-34.0787,114.7789,"BOSS","2020-10_south-west_BOSS_1",1,"Labridae Coris auricularis_BOSS",0,0,0.254901960784314,0,0,14,0,0,0.823529411764706,0,15,0,51,0,0.176470588235294,0,0,80,2.06,0.711709640404637,NA,"20201108","09:18:31","South-west","BOSS161",-62.6,"Yes",NA,"National Park Zone",NA,"No-take",61.5746154785156,0.27001699970742,270.988681658424,0.35910177230835,0.985940456390381,2.84728240966797,-1.98547792434692,-59.5891380310059,0.568627450980392
"38","1","Labridae Coris auricularis","2021-03_West-Coast_BOSS",-34.1318,114.853,"BOSS","2021-03_West-Coast_BOSS_1",0,"Labridae Coris auricularis_BOSS",0,0,0.136986301369863,0,0,0,0.726027397260274,0,0.863013698630137,0,0,0,73,0,0.136986301369863,0,NA,100,2.3030303030303,0.580972578982122,NA,"20210309","11:05:09","South-west","BOSS64",-44.1,"Yes","No","National Park Zone",NA,"No-take",44.436767578125,0.135001051858636,237.59360441002,0.0402212142944336,0.435710906982422,1.61277770996094,-18.3639316558838,-26.0728359222412,0
"39","1","Labridae Ophthalmolepis lineolatus","2020-10_south-west_BOSS",-34.0787,114.7789,"BOSS","2020-10_south-west_BOSS_1",0,"Labridae Ophthalmolepis lineolatus_BOSS",0,0,0.254901960784314,0,0,14,0,0,0.823529411764706,0,15,0,51,0,0.176470588235294,0,0,80,2.06,0.711709640404637,NA,"20201108","09:18:31","South-west","BOSS161",-62.6,"Yes",NA,"National Park Zone",NA,"No-take",61.5746154785156,0.27001699970742,270.988681658424,0.35910177230835,0.985940456390381,2.84728240966797,-1.98547792434692,-59.5891380310059,0.568627450980392
"40","1","Labridae Ophthalmolepis lineolatus","2021-03_West-Coast_BOSS",-34.1318,114.853,"BOSS","2021-03_West-Coast_BOSS_1",5,"Labridae Ophthalmolepis lineolatus_BOSS",0,0,0.136986301369863,0,0,0,0.726027397260274,0,0.863013698630137,0,0,0,73,0,0.136986301369863,0,NA,100,2.3030303030303,0.580972578982122,NA,"20210309","11:05:09","South-west","BOSS64",-44.1,"Yes","No","National Park Zone",NA,"No-take",44.436767578125,0.135001051858636,237.59360441002,0.0402212142944336,0.435710906982422,1.61277770996094,-18.3639316558838,-26.0728359222412,0
"41","1","Labridae Pseudolabrus biserialis","2020-10_south-west_BOSS",-34.0787,114.7789,"BOSS","2020-10_south-west_BOSS_1",2,"Labridae Pseudolabrus biserialis_BOSS",0,0,0.254901960784314,0,0,14,0,0,0.823529411764706,0,15,0,51,0,0.176470588235294,0,0,80,2.06,0.711709640404637,NA,"20201108","09:18:31","South-west","BOSS161",-62.6,"Yes",NA,"National Park Zone",NA,"No-take",61.5746154785156,0.27001699970742,270.988681658424,0.35910177230835,0.985940456390381,2.84728240966797,-1.98547792434692,-59.5891380310059,0.568627450980392
"42","1","Labridae Pseudolabrus biserialis","2021-03_West-Coast_BOSS",-34.1318,114.853,"BOSS","2021-03_West-Coast_BOSS_1",1,"Labridae Pseudolabrus biserialis_BOSS",0,0,0.136986301369863,0,0,0,0.726027397260274,0,0.863013698630137,0,0,0,73,0,0.136986301369863,0,NA,100,2.3030303030303,0.580972578982122,NA,"20210309","11:05:09","South-west","BOSS64",-44.1,"Yes","No","National Park Zone",NA,"No-take",44.436767578125,0.135001051858636,237.59360441002,0.0402212142944336,0.435710906982422,1.61277770996094,-18.3639316558838,-26.0728359222412,0
"43","1","Scorpididae Neatypus obliquus","2020-10_south-west_BOSS",-34.0787,114.7789,"BOSS","2020-10_south-west_BOSS_1",0,"Scorpididae Neatypus obliquus_BOSS",0,0,0.254901960784314,0,0,14,0,0,0.823529411764706,0,15,0,51,0,0.176470588235294,0,0,80,2.06,0.711709640404637,NA,"20201108","09:18:31","South-west","BOSS161",-62.6,"Yes",NA,"National Park Zone",NA,"No-take",61.5746154785156,0.27001699970742,270.988681658424,0.35910177230835,0.985940456390381,2.84728240966797,-1.98547792434692,-59.5891380310059,0.568627450980392
"44","1","Scorpididae Neatypus obliquus","2021-03_West-Coast_BOSS",-34.1318,114.853,"BOSS","2021-03_West-Coast_BOSS_1",0,"Scorpididae Neatypus obliquus_BOSS",0,0,0.136986301369863,0,0,0,0.726027397260274,0,0.863013698630137,0,0,0,73,0,0.136986301369863,0,NA,100,2.3030303030303,0.580972578982122,NA,"20210309","11:05:09","South-west","BOSS64",-44.1,"Yes","No","National Park Zone",NA,"No-take",44.436767578125,0.135001051858636,237.59360441002,0.0402212142944336,0.435710906982422,1.61277770996094,-18.3639316558838,-26.0728359222412,0
"45","10","Labridae Coris auricularis","2020-06_south-west_stereo-BRUVs",-34.117294,114.918685,"BRUV","2020-06_south-west_stereo-BRUVs_10",9,"Labridae Coris auricularis_BRUV",0,1,0,0,0,0,0.551724137931034,0,0.96551724137931,0.0344827586206897,10,0,29,0,0.0344827586206897,0,2,34,2.45833333333333,0.508977377704051,"MBH","20200602","11:51","South-west","c2",-45.7,"Yes","Yes","National Park Zone",NA,"No-take",42.961181640625,0.0392804764131086,260.202354746501,-0.0106897354125977,0.182462692260742,0.627738952636719,-24.9676551818848,-17.9935264587402,0.379310344827586
"46","10","Labridae Coris auricularis","2021-03_West-Coast_BOSS",-34.1084,114.886,"BOSS","2021-03_West-Coast_BOSS_10",2,"Labridae Coris auricularis_BOSS",0,0,0.0945945945945946,0,0,0,0.783783783783784,0,0.932432432432432,0.027027027027027,2,0,74,0,0.0675675675675676,0,NA,100,2.43548387096774,0.499867777334724,NA,"20210308","15:04:55","South-west","BOSS43",-41.5,"Yes","No","National Park Zone",NA,"No-take",42.1194000244141,0.058233413050703,116.212261780319,0.158032894134521,0.206802845001221,0.809944152832031,-28.1093368530273,-14.0100631713867,0.027027027027027
